"ID","DonorA_Stool2","DonorA_Stool4","DonorA_Stool5","DonorA_Stool6","DonorA_Stool7","DonorA_Stool8","DonorA_Stool9","DonorA_Stool10","DonorA_Stool12","DonorA_Stool13","DonorA_Stool14","DonorA_Stool15","DonorA_Stool16","DonorA_Stool17","DonorA_Stool18","DonorA_Stool19","DonorA_Stool20","DonorA_Stool21","DonorA_Stool22","DonorA_Stool23","DonorA_Stool24","DonorA_Stool25","DonorA_Stool26","DonorA_Stool27","DonorA_Stool28","DonorA_Stool29","DonorA_Stool30","DonorA_Stool32","DonorA_Stool33","DonorA_Stool34","DonorA_Stool36","DonorA_Stool37","DonorA_Stool38","DonorA_Stool39","DonorA_Stool40","DonorA_Stool41","DonorA_Stool42","DonorA_Stool43","DonorA_Stool44","DonorA_Stool45","DonorA_Stool46","DonorA_Stool47","DonorA_Stool49","DonorA_Stool50","DonorA_Stool51","DonorA_Stool52","DonorA_Stool53","DonorA_Stool54","DonorA_Stool55","DonorA_Stool56","DonorA_Stool57","DonorA_Stool58","DonorA_Stool59","DonorA_Stool60","DonorA_Stool61","DonorA_Stool64","DonorA_Stool65","DonorA_Stool66","DonorA_Stool67","DonorA_Stool68","DonorA_Stool70"
"OTU_2129",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"OTU_3209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_358",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1003",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"OTU_942",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_756",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1983",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2984",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_696",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"OTU_185",0,0,1,9,0,2,0,1,7,5,1,0,20,0,1,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,2,3,11,1
"OTU_3444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_209",0,0,1,2,8,0,0,0,7,3,5,1,1,0,0,0,0,0,0,0,13,3,0,3,5,1,0,0,0,6,0,0,0,0,3,5,1,7,0,0,0,0,0,1,0,0,0,1,9,1,3,1,0,1,2,4,0,3,3,5,9
"OTU_1663",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"OTU_900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_2556",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_272",3,0,3,5,2,2,2,0,3,3,2,5,2,7,0,1,4,3,1,5,7,5,1,5,1,2,1,7,1,5,1,3,3,1,1,0,0,3,1,1,1,0,3,3,1,4,6,1,4,6,4,10,3,4,9,3,1,5,2,6,4
"OTU_80",38,29,30,3,20,18,43,10,12,22,17,11,17,45,14,34,24,38,29,15,30,30,51,33,53,11,25,25,39,37,10,22,30,23,18,19,21,5,27,21,26,31,18,24,27,54,40,28,86,48,50,60,71,42,15,30,50,81,31,8,16
"OTU_203",8,6,3,5,11,11,13,7,6,9,8,9,7,7,7,5,10,16,5,2,8,7,11,6,13,3,13,8,9,2,5,5,8,7,5,2,2,4,15,6,10,11,14,8,5,6,6,6,6,10,9,3,4,0,7,11,7,5,5,9,2
"OTU_2162",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_83",0,2,3,4,2,0,0,1,3,9,3,0,5,1,1,1,0,0,0,1,1,3,0,4,5,3,1,2,0,9,0,1,1,2,3,1,0,2,0,0,1,0,3,0,0,0,0,2,4,0,1,1,1,3,4,2,1,0,0,5,10
"OTU_360",4,2,2,1,1,6,2,0,1,1,0,2,0,4,2,9,7,0,4,1,6,2,7,0,2,1,3,2,2,1,2,3,1,1,3,5,1,3,1,1,2,5,1,4,1,2,0,6,1,3,3,1,8,0,8,0,4,3,4,0,2
"OTU_2535",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"OTU_851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU_2087",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_816",1,0,0,0,1,0,1,0,0,2,0,1,0,1,1,2,2,1,0,0,1,0,1,3,1,9,2,0,1,0,0,1,0,1,0,1,1,0,0,0,2,0,2,2,0,1,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0
"OTU_425",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2
"OTU_3076",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
"OTU_204",5,0,3,13,2,3,1,0,6,14,2,3,14,0,2,0,4,0,0,0,2,1,0,0,0,0,0,0,0,6,0,4,0,2,2,15,5,7,0,0,0,0,10,11,5,1,0,5,4,3,2,0,0,0,5,2,3,2,4,10,0
"OTU_734",0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_103",25,39,28,8,20,35,41,31,22,24,4,23,27,20,26,47,33,10,33,11,23,15,42,16,18,10,25,15,24,29,16,20,29,19,21,52,46,26,27,17,39,48,37,49,30,38,19,31,31,35,22,32,55,23,27,6,22,38,22,3,21
"OTU_2841",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"OTU_667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_2669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_1031",0,1,0,0,0,0,2,0,0,2,0,2,0,0,2,4,0,2,2,0,0,0,2,0,2,0,1,2,5,2,0,1,3,0,0,3,1,1,1,0,8,1,0,3,1,2,3,1,3,4,3,2,1,0,0,1,0,3,0,0,0
"OTU_1182",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_1379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"OTU_1187",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_456",0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0
"OTU_621",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2033",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0
"OTU_346",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2848",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU_27",6,3,1,20,25,4,10,12,1,2,12,71,39,3,2,4,0,2,2,25,7,0,4,108,2,20,4,2,1,5,49,20,11,8,4,27,50,12,9,2,8,4,3,21,7,5,101,3,3,7,15,2,1,14,9,59,35,4,9,45,12
"OTU_1262",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_35",25,31,138,21,15,37,3,79,122,13,9,30,257,208,143,2,11,3,5,15,44,111,7,23,50,151,10,19,28,99,13,15,11,16,72,21,4,1,0,2,5,1,2,1,1,0,3,181,52,77,163,601,537,409,124,406,63,82,70,54,5
"OTU_564",0,0,0,1,0,1,3,0,1,0,0,0,0,1,1,1,0,0,3,4,1,0,0,0,1,0,1,2,1,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0
"OTU_1970",0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"OTU_11",199,186,187,335,112,202,44,245,497,299,254,177,480,220,162,27,162,128,93,167,490,418,1,122,35,89,43,115,163,250,111,214,138,107,187,178,101,185,2,36,14,2,77,59,81,44,21,257,191,95,107,166,100,143,179,138,177,136,250,165,92
"OTU_1",1561,2071,1620,2946,942,1267,984,1609,1537,885,1875,1380,1738,1282,1297,612,1217,1867,1891,1232,936,1342,60,1682,489,1762,1675,1224,1277,1425,2043,1667,1864,2574,1473,1019,678,1242,524,1617,1056,464,1558,1487,1131,1256,961,1398,802,1079,752,1443,707,1616,1124,1311,1071,581,1611,2016,1870
"OTU_244",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"OTU_2327",0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_604",3,2,1,5,3,6,4,2,5,6,3,4,2,2,3,1,10,3,0,1,5,4,0,2,1,5,5,3,2,2,2,5,1,4,2,1,0,3,1,3,0,1,8,2,2,2,2,1,3,1,2,5,4,2,2,7,1,3,1,3,3
"OTU_337",12,13,6,3,10,5,6,4,3,3,6,5,11,11,9,25,12,20,14,9,6,5,8,5,28,16,7,9,10,1,9,9,12,12,10,4,1,2,5,3,5,8,12,8,5,3,6,6,2,12,3,8,6,7,6,3,7,3,7,5,10
"OTU_725",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
"OTU_795",0,2,1,1,6,1,2,1,3,4,6,4,3,1,2,3,3,2,0,4,2,4,0,3,2,3,1,3,0,1,0,3,1,1,5,1,3,1,1,0,0,0,0,4,0,3,1,0,2,1,0,0,0,0,0,2,0,3,1,2,2
"OTU_2665",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
"OTU_44",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_301",5,3,5,2,2,2,18,1,3,12,7,3,4,2,4,10,3,0,4,7,3,1,1,6,0,0,5,4,1,2,2,9,8,3,7,1,11,7,9,8,13,0,2,3,5,4,3,0,0,2,4,0,2,0,0,2,3,1,1,2,7
"OTU_284",2,5,0,2,6,1,0,1,0,5,3,5,2,3,1,4,1,3,1,2,2,2,2,4,10,5,0,1,3,0,5,2,0,6,3,2,6,3,6,12,3,0,5,1,1,1,5,3,3,1,7,0,0,5,3,5,0,6,3,2,2
"OTU_1478",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_282",15,7,12,1,11,9,6,6,3,11,10,10,8,20,10,3,10,41,22,15,11,18,3,9,16,20,13,23,18,18,15,17,16,26,19,10,6,7,7,19,6,6,10,8,7,7,12,9,24,11,13,21,8,9,7,15,20,20,18,5,11
"OTU_1538",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
"OTU_3079",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_548",0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_1294",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_390",1,0,1,0,1,0,1,2,0,1,2,0,2,0,1,0,0,1,0,1,0,0,0,2,2,1,0,3,0,2,1,0,0,0,0,1,0,2,1,2,2,1,1,2,0,0,0,0,2,2,4,0,0,1,1,1,1,3,2,1,0
"OTU_3379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"OTU_77",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_1595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1139",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_172",5,0,2,17,1,2,1,9,11,3,6,5,4,6,1,0,0,2,0,1,9,3,0,2,1,0,0,1,3,9,0,5,0,2,13,19,3,3,0,1,0,0,20,42,3,0,0,1,7,2,2,0,0,0,6,1,4,1,1,6,4
"OTU_1711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_270",1,4,9,4,4,2,0,4,6,6,4,0,3,7,0,1,0,2,0,0,1,7,0,4,3,0,0,3,4,16,0,3,0,2,1,0,1,1,0,0,0,0,1,4,1,0,0,2,1,0,0,2,0,4,4,0,0,1,1,4,2
"OTU_552",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_144",18,11,32,38,48,26,18,30,40,52,31,18,17,20,14,13,18,80,66,61,40,34,7,14,24,1,7,10,9,28,28,6,10,67,35,17,16,39,4,51,14,5,33,37,29,5,3,8,30,20,20,23,13,40,61,63,17,6,5,183,45
"OTU_238",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,2
"OTU_600",1,1,0,0,0,0,1,0,0,2,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,1,0,0,0,4,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,2,0,1
"OTU_3611",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1248",2,2,1,0,4,2,2,0,0,6,1,4,1,2,2,1,4,4,0,3,2,2,6,1,3,0,0,2,0,0,1,1,1,2,2,0,2,0,0,4,0,1,3,1,1,3,0,3,3,3,3,1,2,3,0,2,2,3,3,2,1
"OTU_3571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_373",1,2,3,2,2,2,5,0,0,0,0,2,2,1,2,4,2,7,2,3,0,1,3,1,0,2,0,2,5,2,2,2,3,2,2,2,9,3,8,9,7,1,0,0,3,4,0,1,1,0,3,3,2,2,0,3,1,2,1,1,1
"OTU_2753",0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1638",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2662",0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,0,1,0,0
"OTU_398",4,3,2,2,0,1,2,0,1,1,5,2,2,0,1,2,1,1,0,2,1,4,0,2,1,4,1,1,3,2,0,1,2,2,3,2,0,2,0,1,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,2,3
"OTU_334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_575",0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0
"OTU_1589",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3064",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2501",0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
