"ID","nahant_5um_d1_544","nahant_5um_d2_547","nahant_5um_d3_550","nahant_5um_d4_553","nahant_5um_d5_556","nahant_5um_d6_559","nahant_5um_d7_562","nahant_5um_d8_565","nahant_5um_d9_568","nahant_5um_d10_571","nahant_5um_d11_574","nahant_5um_d12_576","nahant_5um_d13_579","nahant_5um_d14_582","nahant_5um_d15_585","nahant_5um_d16_588","nahant_5um_d17_591","nahant_5um_d18_594","nahant_5um_d19_597","nahant_5um_d20_600","nahant_5um_d21_603","nahant_5um_d22_606","nahant_5um_d23_609","nahant_5um_d24_612","nahant_5um_d25_615","nahant_5um_d26_618","nahant_5um_d27_621","nahant_5um_d29_624","nahant_5um_d30_627","nahant_5um_d31_630","nahant_5um_d32_633","nahant_5um_d33_636","nahant_5um_d34_639","nahant_5um_d35_642","nahant_5um_d36_645","nahant_5um_d38_648","nahant_5um_d39_651","nahant_5um_d40_654","nahant_5um_d41_657","nahant_5um_d42_660","nahant_5um_d43_663","nahant_5um_d44_666","nahant_5um_d45_670","nahant_5um_d46_672","nahant_5um_d47_675","nahant_5um_d48_678","nahant_5um_d49_681","nahant_5um_d51_684","nahant_5um_d52_687","nahant_5um_d53_690","nahant_5um_d54_693","nahant_5um_d55_696","nahant_5um_d56_699","nahant_5um_d57_702","nahant_5um_d58_705","nahant_5um_d59_708","nahant_5um_d60_711","nahant_5um_d61_714","nahant_5um_d62_718","nahant_5um_d63_720","nahant_5um_d64_723","nahant_5um_d65_726","nahant_5um_d66_729","nahant_5um_d67_733","nahant_5um_d68_735","nahant_5um_d69_738","nahant_5um_d70_741","nahant_5um_d71_744","nahant_5um_d72_747","nahant_5um_d73_750","nahant_5um_d74_753","nahant_5um_d75_756","nahant_5um_d76_759","nahant_5um_d77_762","nahant_5um_d78_765","nahant_5um_d79_768","nahant_5um_d80_771","nahant_5um_d81_774","nahant_5um_d82_777","nahant_5um_d83_780","nahant_5um_d84_783","nahant_5um_d85_786","nahant_5um_d86_789","nahant_5um_d87_792","nahant_5um_d88_795","nahant_5um_d90_798","nahant_5um_d91_801","nahant_5um_d92_804"
"OTU_653",0,1,0,2,1,3,5,1,3,1,2,1,0,1,1,2,1,1,1,0,1,2,8,6,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU_1507",1,0,0,1,0,2,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,2,1,1,1,2,1,5,2,3,1,2,1,1,0,2,0,1,0,0,2,2,1,1,0,0,2
"OTU_2269",3,10,2,5,0,2,5,1,1,3,1,1,1,0,0,1,0,0,4,0,4,8,6,3,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,3,0,1,0,2,3,0,0,0,3,0,0,4,3,4,5,2,8,5,4,4,3,4,0,0,2,0,2,0,0,2,3,0,0,0,1,1,0,1
"OTU_1162",1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,3,2,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,0,4,10,3,30,15
"OTU_480",4,48,29,5,25,4,5,10,20,16,2,5,0,2,1,0,1,2,2,3,6,17,5,12,5,18,18,10,10,6,10,14,4,5,0,3,0,1,27,1,3,2,1,1,0,0,0,0,1,5,3,6,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,9,3,2,0,5,0,0,0,0,0,1,0,6,3,1,0,0
"OTU_344",16,17,3,12,5,4,10,6,6,5,1,2,0,0,2,4,0,5,11,1,12,9,3,1,2,0,0,5,1,1,0,0,2,1,0,0,0,0,0,0,2,1,0,1,0,0,3,0,2,0,0,1,0,5,1,6,1,0,4,2,0,6,4,2,5,1,1,2,10,2,1,0,1,0,0,0,0,1,5,1,2,1,0,2,1,4,0,0
"OTU_887",0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,2,4,0,3,0,0,0,0,0,0,0,0,2,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,11,12,46,2,1,0,0,0,4,0,8,3,3,1,1,1,0,0,0,0,0,0,0,0,0
"OTU_1157",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,1,12,3,3,2,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,1,1,0,1,2,1,0,0,0,0
"OTU_260",0,1,0,1,3,0,5,1,2,0,4,3,1,0,0,2,0,1,3,0,2,1,1,0,0,0,0,0,0,3,1,2,3,0,1,17,15,7,13,18,8,7,7,21,20,0,11,15,10,14,19,4,4,4,15,1,3,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,3,4,5,6,2,2,1,1,2,0,0,0
"OTU_640",2,2,4,3,1,5,5,3,4,9,3,6,0,1,0,0,0,1,5,2,4,4,1,0,0,2,4,0,2,1,1,1,2,0,0,0,2,1,1,2,2,4,0,1,0,0,0,1,1,6,3,3,0,6,2,2,1,0,1,4,0,9,5,1,2,3,7,4,2,3,4,0,1,0,0,0,0,2,2,1,1,0,0,0,2,0,2,2
"OTU_67",72,79,92,27,66,22,53,47,43,24,7,13,9,4,1,3,14,4,11,21,29,25,3,5,2,8,82,44,39,14,30,17,12,20,2,7,0,4,69,4,8,3,10,19,2,4,0,2,5,3,3,7,17,3,2,10,6,11,4,1,2,0,0,2,3,6,2,5,6,0,1,2,1,0,2,0,1,0,0,0,0,0,1,3,2,0,2,0
"OTU_175",1,2,2,11,0,7,10,0,10,11,9,10,3,0,7,10,2,1,1,4,9,2,6,25,15,6,1,3,6,2,5,2,12,9,10,6,6,7,2,14,7,1,1,1,2,0,0,2,6,4,12,4,7,4,2,1,5,7,0,0,0,0,1,2,0,1,6,10,5,0,1,2,12,23,14,11,20,14,35,13,6,0,14,4,14,2,1,9
"OTU_355",0,2,0,2,18,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,4,0,0,2,2,0,1,1,64,3,3,8,16,22,37,0,0,0,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,7,4,2,0,1,0,1,0,1,0,0,0
"OTU_223",2,1,1,0,2,0,2,4,1,3,0,4,3,0,4,3,2,5,1,0,3,2,2,1,4,3,6,0,1,0,2,2,0,1,0,2,1,1,3,1,1,4,5,7,12,9,2,0,2,1,0,5,4,5,2,3,1,0,0,0,0,0,1,1,1,0,2,1,2,1,8,1,2,0,8,2,4,0,4,13,6,8,9,19,50,38,49,48
"OTU_275",0,0,1,2,1,3,4,2,0,2,2,3,0,0,1,3,0,1,1,1,3,1,9,9,4,2,2,0,0,4,12,5,10,1,1,0,6,0,2,1,2,0,0,1,0,1,0,1,2,0,1,1,1,2,0,0,3,4,1,0,2,0,8,5,5,15,19,22,17,8,9,8,19,8,2,4,2,6,15,9,10,7,10,4,8,5,9,8
"OTU_550",0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,2,1,4,6,2,6,0,0,2,7,4,0,2,5,1,0,1,1,0,3,2,6,2,1,0,0,2,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,0
"OTU_53",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,4,1,9,0,0,0,0,0,1,16,0,0,0,2,4,9,6,0,0,2,2,1,0,3,9,0,5,0,1,31,21,7,50,1,9,12,20,33,6,27,48,28,16,22,24,9,62,6,0,5,11,6,8,4,3,50,66,8,18
"OTU_1513",0,0,1,0,0,0,0,1,0,1,6,2,6,1,2,1,7,3,1,4,0,0,0,1,0,0,1,1,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,1,1,0,0,1,4,8,4,13,7,5,1,4,1,6,2,3,1,0,1,2
"OTU_1987",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,4,8,5,15,11
"OTU_93",0,0,0,2,0,2,1,1,3,2,1,0,0,1,1,0,6,0,2,7,1,1,4,5,0,5,18,6,2,0,3,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,4,2,1,2,1,2,0,0,0,0,0,0,1,23,7,7,32,3,15,11,7,3,16,3,3,0,7,15,3,14,14,9,23,21,23,18
"OTU_444",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,5,8,7,4,12,9,0,0,1,0,4,0,0,0,1
"OTU_959",5,4,1,5,2,0,3,1,1,7,0,1,0,0,2,4,0,2,1,0,2,4,0,1,2,0,1,2,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,2,0,0,0,1,0,0,1,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_880",4,1,9,2,0,2,1,6,1,3,3,1,2,1,1,1,0,1,4,1,0,3,2,4,1,0,0,0,0,2,1,1,1,0,0,5,4,3,2,5,1,2,1,5,0,0,0,2,1,0,1,0,0,1,0,0,1,1,2,1,0,2,0,7,2,0,0,4,0,1,0,0,0,0,0,0,2,0,1,3,1,0,3,0,0,1,0,0
"OTU_1994",1,0,0,2,2,2,1,0,0,3,2,0,2,0,1,1,1,2,2,0,1,1,6,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
"OTU_2480",1,0,0,0,1,2,1,1,1,0,0,4,11,3,1,5,2,2,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_88",0,1,4,6,7,2,4,7,12,14,33,123,79,196,124,73,190,33,0,61,14,10,12,30,46,20,1,5,8,5,5,3,21,12,9,3,2,0,3,9,7,0,3,2,10,1,0,1,0,1,3,9,7,0,0,0,2,2,0,2,1,1,0,2,0,1,5,1,0,0,0,4,3,7,1,5,2,4,0,1,0,9,1,28,1,1,11,3
"OTU_859",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,20,9,4,1,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"OTU_661",0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,2,1,0,0,0,0,0,1,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,2,0,0,2,0,10,2,15,17,13,1,14
"OTU_1625",6,0,0,0,2,1,0,1,1,0,1,3,3,3,7,0,5,1,3,0,1,0,0,0,1,0,2,0,0,0,6,4,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,12,12,11,4,1,5,2,7,4,0,1,1,2,0,0,0,1,2,4,0,0,1,2,2,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,5,4,13,16,2,5,0,4,4,3,0,0,0,0
"OTU_1558",4,2,0,1,1,4,0,2,0,0,0,1,1,0,0,1,0,1,0,1,2,0,1,8,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0
"OTU_749",0,2,0,1,16,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,0,0,1,25,4,2,6,5,11,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"OTU_590",4,0,1,2,0,0,2,0,0,3,0,1,0,2,2,1,0,0,1,1,4,0,1,2,0,0,0,5,0,3,0,1,3,0,0,7,1,4,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,4,2,7,1,0,1,1,0,1,4,2,0,2,0,0,7,4,1,1,0,0,0,0,1,6,1,1,2,3,2,0,0,1,0,0
"OTU_418",3,1,2,1,0,4,0,4,2,3,2,3,5,1,1,3,1,2,0,0,0,1,1,6,1,1,0,2,0,2,0,0,0,0,0,5,3,8,3,6,0,0,1,1,4,0,5,4,3,4,1,2,1,3,6,5,2,1,3,0,0,1,2,8,5,2,8,5,5,0,3,1,0,3,0,0,0,0,0,5,3,0,0,3,4,3,0,0
"OTU_676",0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,6,2,1,1,0,1,0,4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,2,1,0,1,1,1,1,1,1,1,6,2,0,0,1,0,1,0,0
"OTU_285",1,1,0,2,0,3,0,0,4,0,1,0,1,0,5,1,0,2,1,23,5,0,2,7,5,2,1,0,8,8,12,27,44,43,14,7,4,2,1,1,4,0,3,4,1,0,0,0,1,2,1,0,0,5,0,1,6,5,1,0,0,0,0,0,0,2,1,1,1,0,0,1,3,6,3,6,6,0,3,0,1,1,1,2,1,1,0,0
"OTU_1187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,2,1,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,2,0,0,3,0,1,2,1,2,1,0,1,1,0,3,0,0,0,0,5,6,2,1,3,0,0,0,7,2,0
"OTU_1455",0,0,0,0,1,0,3,1,2,2,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,2,0,0,2,0,0,0,3,0,1,0,1,0,0,0,3,0,3,2,2,6,1,0,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0
"OTU_554",3,0,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,0,1,4,4,2,0,3,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,7,1,1,0,1,1,1,0,1,0,0,10,9
"OTU_3",2,0,13,4,5,1,2,2,1,7,9,43,17,29,18,11,20,7,0,19,7,11,2,21,30,53,10,47,65,23,10,3,3,10,28,2,5,0,5,0,4,0,1,0,3,1,0,0,0,35,20,282,371,94,69,732,555,968,773,3450,3510,504,835,1053,65,486,225,124,58,2,4,79,31,88,5,23,5,5,0,10,0,9,4,26,1,2,35,33
"OTU_1256",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,4,0,1,1,3,1,10,3,6,9,8,6,6
"OTU_1224",0,0,1,2,1,2,1,1,1,3,0,2,1,0,0,1,0,2,0,0,2,1,2,2,1,0,0,0,1,2,0,1,1,0,0,5,1,0,1,3,0,3,0,0,0,0,0,3,4,0,4,0,1,3,1,0,0,3,3,0,0,1,2,0,8,2,0,4,1,1,2,0,0,0,0,0,0,0,2,1,4,1,3,0,0,1,0,0
"OTU_245",26,18,7,2,6,9,7,8,7,3,2,4,6,0,6,3,11,7,8,14,4,4,1,3,4,8,5,7,5,5,2,3,5,3,1,3,3,1,6,5,1,3,4,2,7,1,4,2,0,0,0,3,1,0,3,0,1,2,9,1,0,3,3,2,0,1,4,0,0,1,0,0,0,0,1,1,1,0,0,2,0,2,0,3,7,5,4,8
"OTU_294",2,3,0,1,1,2,11,13,4,6,1,5,3,1,2,4,1,3,4,1,3,3,10,7,10,1,3,0,0,2,22,8,3,0,1,1,0,2,2,2,1,0,2,4,0,0,0,1,2,1,3,0,1,0,0,1,3,5,2,1,0,0,6,2,2,4,9,4,14,10,9,2,14,4,4,0,5,4,2,4,10,13,9,2,8,4,1,2
"OTU_715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,4,2,17,1,4,6,2,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1051",0,0,0,1,0,1,2,5,0,1,2,1,1,0,1,4,0,4,1,0,3,1,4,0,1,2,0,0,0,0,1,1,0,0,2,1,4,2,1,1,0,2,1,0,0,0,0,1,1,1,1,1,1,1,0,1,5,2,2,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,2,2,0,1,0,0
"OTU_876",1,7,2,4,0,4,0,2,4,4,5,1,3,2,4,1,0,2,1,1,8,1,3,6,3,3,0,0,0,2,2,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,2,2,1,1,0,0,0,0,1,3,0,0,2,0,0,1,2,2,0,2,0,0,0,0,2,0,2,0,3,0,0,0,1
"OTU_584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,2,3,0,15,4,31,0,4,3,6,1,0,5,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_1340",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,2,1,3,0,0,5,10,2,2,3,1,1,0,0,0,1,0,0,0,1,2,1,0,4,3,0
"OTU_2365",1,1,1,2,3,1,1,2,4,1,0,0,3,1,0,1,0,0,0,1,4,1,1,3,1,0,4,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_628",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,3,0,6,16,64,4,0,1,2,6,1,0,1,2,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,17,11,4,5,0,0,0,0,0,1,0,0
"OTU_1777",4,2,4,1,0,2,1,2,0,1,4,3,2,0,0,0,0,6,1,3,1,1,0,0,3,1,0,4,0,3,4,2,7,0,0,1,1,1,2,2,0,1,1,0,1,0,2,4,0,5,2,1,0,1,1,5,1,1,1,0,0,0,10,9,2,4,0,2,5,0,0,1,5,3,5,0,2,0,2,5,4,1,5,1,4,2,1,1
"OTU_1153",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,2,0,0,2,0,1,0,4,4,0,3,3,6,1,4,4,2,1,5,1,1,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,0
"OTU_595",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,3,4,7,21,3,1,5,7,14,2,6,2,0,0,4,4,2,2,0,4,0,0,0,0,2,1,0,0,0,1,2,4,4,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0
"OTU_427",0,6,0,3,40,6,24,4,1,1,1,0,1,0,0,1,1,6,2,0,1,7,1,0,1,5,2,0,0,0,0,2,2,0,0,0,0,0,15,0,0,1,0,16,6,4,1,0,0,1,4,11,1,1,0,1,0,1,3,6,0,5,1,0,1,3,7,0,2,1,6,3,1,3,0,0,1,0,0,2,1,0,0,0,6,11,9,5
"OTU_787",5,3,3,6,6,9,3,2,1,5,3,3,1,1,1,1,0,1,9,0,3,0,0,0,1,0,1,0,5,4,2,1,0,0,0,2,4,6,2,1,0,1,0,7,1,0,2,4,3,2,1,1,0,9,1,0,1,4,1,0,0,0,3,0,7,4,0,4,2,0,0,0,1,3,3,0,1,0,0,4,0,0,3,0,1,0,1,0
"OTU_843",0,0,1,1,0,2,1,1,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,2,1,4,1,3,0,3,7,0,2,3,2,4,3,2,1,4,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2374",0,0,0,2,0,0,0,0,0,0,5,0,1,3,18,3,0,2,2,5,2,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_13794",4,1,0,4,2,1,4,0,2,1,0,3,2,0,1,3,0,0,0,0,2,3,2,4,0,1,4,0,0,0,1,0,1,1,0,2,2,4,4,2,2,1,0,3,0,0,0,0,0,3,0,0,2,2,0,1,0,1,0,0,0,0,3,0,3,0,1,1,2,2,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1
"OTU_606",0,0,1,1,0,1,0,0,2,0,1,0,0,0,2,0,0,2,0,2,0,1,1,0,1,0,0,0,0,1,1,3,1,1,1,4,12,4,1,1,2,0,4,0,1,0,0,2,0,3,0,0,0,1,0,4,0,1,0,0,0,0,4,3,0,0,0,3,3,1,6,0,0,0,1,2,0,0,2,1,4,2,1,2,6,2,0,0
"OTU_1255",0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,6,1,0,2,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1,2,4,1,0,1,0,1,1,1,2,2,4,2,5,0,0,2
"OTU_731",0,1,1,5,0,7,6,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,6,5,2,2,0,0,0,0,1,1,0,0,0,0,1,2,0,3,0,0,0,1,1,0,0,1,0,1,3,0,1,2,1,0,0,0,4,0,0,2,4,9,11,5,16,10,9,8,5,1,4,2,1,0,1,0,1,8,7,4,5,0,5,1,1,0
"OTU_438",2,0,3,6,3,9,3,8,1,3,3,4,0,0,1,7,1,1,3,0,3,10,5,11,4,1,0,0,0,3,2,2,6,0,0,1,0,0,0,6,1,1,0,2,1,0,1,1,2,3,2,0,0,2,0,0,3,4,0,2,0,0,3,2,1,2,8,4,2,6,4,3,3,0,3,0,2,0,5,6,5,1,2,2,2,2,0,2
"OTU_451",0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,7,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,14,0,0,2,1,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1
"OTU_448",1,0,1,7,3,5,0,1,12,11,24,44,46,29,20,8,18,15,0,31,7,5,4,3,15,7,10,11,11,1,1,2,5,2,0,0,0,0,0,3,2,0,4,1,0,0,0,0,0,1,0,4,3,0,1,15,9,13,2,4,2,0,0,8,0,14,0,4,3,0,0,8,20,26,15,65,30,16,14,16,5,30,6,25,2,5,9,22
"OTU_928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,3,2,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,3,0,0,0,0,0,1,0,0,0,0
"OTU_648",5,2,3,6,3,9,4,12,0,4,1,0,1,0,0,0,0,0,1,0,1,4,1,1,1,1,0,1,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,1,0,1,1,3,0,6,1,0,3,1,0,2,2,1,1,4,20,1,4,12,2,6,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,2,0,1,2,0,0
"OTU_289",4,11,13,18,9,17,14,34,22,24,18,9,1,1,10,8,1,33,7,8,8,7,17,6,7,2,0,3,4,1,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,3,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0
"OTU_449",5,1,4,2,3,1,1,1,2,0,0,1,0,0,0,1,1,0,3,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,3,9,0,0,4,1,4,1,1,0,1,1,2,1,5,0,1,3,1,0,4,4,1,0,4,2,1,2,3,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,7,0,11,2
"OTU_589",0,0,2,1,3,0,1,3,6,1,0,1,0,0,0,0,1,1,1,2,0,1,2,2,0,1,2,7,6,4,3,8,2,2,2,1,0,0,4,0,1,1,6,2,3,3,2,1,0,2,1,2,1,3,0,0,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,1,2,1,2,0,2,0,0,0,0,0,2
