"ID","ZOZOW1T_feces_320","ZOZOW1T_feces_321","ZOZOW1T_feces_322","ZOZOW1T_feces_323","ZOZOW1T_feces_324","ZOZOW1T_feces_325","ZOZOW1T_feces_326","ZOZOW1T_feces_327","ZOZOW1T_feces_328","ZOZOW1T_feces_329","ZOZOW1T_feces_330","ZOZOW1T_feces_331","ZOZOW1T_feces_332","ZOZOW1T_feces_333","ZOZOW1T_feces_334","ZOZOW1T_feces_336","ZOZOW1T_feces_339","ZOZOW1T_feces_340","ZOZOW1T_feces_342","ZOZOW1T_feces_343","ZOZOW1T_feces_344","ZOZOW1T_feces_345","ZOZOW1T_feces_346","ZOZOW1T_feces_347","ZOZOW1T_feces_348","ZOZOW1T_feces_349","ZOZOW1T_feces_350","ZOZOW1T_feces_351","ZOZOW1T_feces_352","ZOZOW1T_feces_353","ZOZOW1T_feces_354","ZOZOW1T_feces_355","ZOZOW1T_feces_356","ZOZOW1T_feces_358","ZOZOW1T_feces_359","ZOZOW1T_feces_360","ZOZOW1T_feces_362","ZOZOW1T_feces_363","ZOZOW1T_feces_365","ZOZOW1T_feces_367","ZOZOW1T_feces_368","ZOZOW1T_feces_369","ZOZOW1T_feces_370","ZOZOW1T_feces_371","ZOZOW1T_feces_372","ZOZOW1T_feces_373","ZOZOW1T_feces_374","ZOZOW1T_feces_375","ZOZOW1T_feces_376","ZOZOW1T_feces_377","ZOZOW1T_feces_378","ZOZOW1T_feces_379","ZOZOW1T_feces_380"
"OTU_2363",2,1,0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,5,2,2,6,4,1,0,1,3,1,0,2,0,0,1,0,0,0,0,1,3,0,3,3,1,3,1,1,0,9
"OTU_19438",1,0,0,1,1,0,0,0,2,1,1,1,2,0,1,3,0,0,0,0,0,1,1,4,0,1,1,0,1,2,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"OTU_8158",0,0,0,2,0,0,3,2,1,1,2,2,0,0,1,2,1,0,0,0,1,0,1,1,1,1,0,1,1,3,2,0,1,0,1,0,1,0,0,0,0,0,4,1,0,0,1,0,2,0,1,1,1
"OTU_18589",0,0,1,0,2,1,1,2,0,2,0,1,1,0,0,1,1,0,0,0,4,5,2,0,1,1,0,3,4,8,2,2,4,0,3,1,5,0,1,3,1,3,0,1,1,3,3,1,0,1,4,1,0
"OTU_2687",0,0,0,0,1,1,1,0,2,3,3,4,0,19,5,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0
"OTU_404",1,0,1,11,5,0,0,0,0,4,0,0,5,0,4,2,1,0,0,1,1,3,5,0,2,4,1,1,19,6,15,18,10,4,2,0,2,3,0,6,0,2,0,0,1,3,1,0,3,0,1,0,1
"OTU_12081",1,7,0,1,8,3,3,5,1,2,0,6,4,0,0,1,7,10,0,3,4,1,5,3,1,1,1,3,2,9,1,0,0,1,2,1,0,1,0,9,2,5,2,1,0,3,6,2,0,0,0,0,0
"OTU_904",0,1,0,2,5,4,1,6,0,0,3,2,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,4,0,2,0,0,0,0,3,0,8,4
"OTU_9413",1,2,3,4,4,2,3,1,0,3,0,1,1,0,1,4,0,0,0,3,0,1,1,0,1,1,0,1,3,1,0,0,0,0,4,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,4,0
"OTU_13494",3,4,0,2,1,3,7,1,3,7,2,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"OTU_1691",3,1,2,0,2,1,3,0,1,0,0,0,1,1,2,2,1,1,4,1,0,0,1,0,1,1,1,3,0,0,0,0,0,1,24,2,0,0,1,2,0,4,2,3,1,2,6,4,2,1,0,1,0
"OTU_12130",1,10,2,8,2,0,2,5,3,1,2,1,3,0,2,6,5,2,0,15,10,14,1,0,5,8,2,10,20,29,19,17,6,0,5,5,75,66,30,10,12,0,7,13,13,19,12,8,11,6,9,15,8
"OTU_7189",3,2,2,0,2,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,2,0,1,5,2,1,1,0,0,0,5,2,1,1,0,0,0,0,1,2,0,0,1,0,0
"OTU_10038",0,1,2,0,2,3,1,2,0,0,3,0,1,5,1,1,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,4,0,0,1,0,0,2,3,0,0,2,2,0,0,0,1,0,0,0
"OTU_20309",2,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,1,0,1,0,1,0,0,2,0,0,4,2,1,0,1,0,3,3,1,1,0,1,2,1,0,3,0,1,0,0,0,0,1,1,0,0,0
"OTU_877",1,2,0,0,2,1,0,2,1,0,1,1,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,2,0,1,0,0,1,2,0,2,0,1,1,2,1,0,3,2
"OTU_13927",0,4,1,1,1,0,1,2,1,0,3,0,0,0,0,0,1,2,0,1,0,0,0,4,2,0,0,0,0,0,0,2,1,0,2,0,7,4,1,5,1,0,0,1,0,3,1,0,0,1,0,2,0
"OTU_2745",3,5,8,15,4,3,5,8,13,2,8,2,17,1,11,37,25,5,0,19,15,69,0,1,6,32,6,31,19,32,22,14,12,0,5,4,35,21,17,10,20,2,12,14,33,13,4,22,10,11,19,43,31
"OTU_954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,8,1,2,2,22,9,1,3,3,10
"OTU_1945",0,0,0,0,2,0,0,0,2,0,0,0,2,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4,0,0,4,0,0,0,0,1,2,3,4,2,1,2,4,7,1,0,0,0,1
"OTU_18968",2,1,0,2,0,0,2,0,0,1,0,2,1,0,2,0,1,1,0,0,2,0,0,1,2,3,0,0,1,0,1,0,0,0,0,1,0,1,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0
"OTU_637",10,0,2,4,0,0,6,2,2,4,8,3,1,11,1,6,0,2,0,8,1,5,10,1,4,9,31,4,10,2,6,9,5,0,3,2,6,4,24,5,4,11,18,8,5,14,2,6,3,2,8,11,30
"OTU_897",0,0,0,0,1,2,1,0,3,1,4,1,2,4,2,0,3,2,0,3,0,0,0,1,0,1,3,1,0,0,2,3,1,1,15,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,1,0,0
"OTU_1521",0,3,3,1,3,0,1,1,0,1,2,3,2,12,8,0,8,3,4,13,1,0,2,2,0,1,1,0,1,0,1,4,5,2,40,4,0,0,1,1,1,3,1,3,1,5,10,2,0,0,2,0,2
"OTU_5536",0,0,0,0,0,0,0,0,2,3,2,2,1,1,3,2,1,0,2,0,0,0,2,1,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_292",1,3,2,2,1,2,1,4,1,9,2,8,4,1,12,4,4,0,1,0,1,1,8,9,4,21,31,5,2,0,5,5,7,67,3,23,7,17,3,9,6,5,13,13,11,21,24,14,8,5,4,1,10
"OTU_750",0,0,1,0,0,12,3,2,0,1,2,4,2,5,1,3,7,21,23,5,1,0,0,3,8,0,3,2,0,0,0,2,4,9,16,29,4,7,6,16,3,7,32,19,7,16,14,20,0,19,16,5,27
"OTU_18742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,1,2,0,2,3,0,0,1,4,0,2,1,0,0,0,6,0,4,0,0
"OTU_12859",1,4,5,3,3,1,0,7,2,3,3,3,0,1,4,0,5,6,1,3,11,5,0,2,2,1,0,2,6,1,5,6,3,2,5,0,3,19,5,3,3,4,1,3,0,2,5,1,0,5,3,3,3
"OTU_8889",0,1,1,0,0,1,3,1,5,1,2,3,3,3,2,0,1,0,0,0,1,0,1,1,3,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,4,0,1,0
"OTU_18736",4,1,6,0,3,4,1,3,2,4,2,5,2,1,1,3,9,7,2,1,5,6,1,1,0,2,1,2,5,12,0,0,0,0,5,1,3,2,3,6,7,5,1,2,0,1,3,2,0,3,5,1,2
"OTU_3219",0,0,1,2,0,1,0,0,0,0,0,2,3,0,3,3,0,0,0,0,2,2,3,2,0,0,3,0,2,0,2,2,1,0,3,1,2,1,0,4,2,0,0,0,0,0,0,1,0,1,1,0,0
"OTU_15083",6,24,7,9,11,9,10,11,0,4,4,18,9,2,0,4,13,13,0,9,12,11,8,3,5,4,1,10,15,17,17,5,1,5,1,2,14,3,15,30,10,5,3,0,1,7,3,2,1,1,3,5,3
"OTU_131",4,2,4,2,0,1,0,2,0,0,0,3,0,23,5,2,0,6,2,6,4,0,2,41,41,44,40,19,19,38,46,43,13,65,71,20,26,26,62,17,36,35,24,53,13,58,25,21,13,13,45,20,34
"OTU_2677",0,0,1,3,2,1,1,0,2,1,1,6,3,15,3,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,2,1,0,0,0,0,0,0
"OTU_1832",0,0,0,0,0,1,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4,16,7,4,1,0,0,0,1,0,1,0,1,0,0,0,2,15,2,0,5,10,4,0,13,16,0,8,1
"OTU_1998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,4,4,4,5,2,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2897",7,1,3,0,0,0,0,1,0,0,1,1,1,4,0,1,2,1,0,2,0,2,2,0,0,3,1,6,1,0,0,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"OTU_15568",0,1,2,0,0,0,0,0,0,1,0,0,0,1,2,2,0,4,0,0,0,0,2,0,1,0,0,0,1,2,8,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,3,0,0,1,1,0,1
"OTU_337",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1,2,0,0,0,0,0,0,1,0,5,0,0,0,0,2,6,18,18,9,8,13,12,0,0,0,1
"OTU_939",2,0,0,0,1,1,0,0,0,0,3,1,2,3,1,2,0,1,0,0,0,3,1,1,2,0,7,2,0,0,0,2,1,1,3,0,0,0,1,1,1,6,5,2,1,2,1,0,0,0,0,4,0
"OTU_16865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,5,1,5,1,7,0,0,0,4,2,2,3,1,1,0,0,2,1,5,1,0,1,0,0,1
"OTU_19342",2,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,7,1,5,1,0,2,0,2,2,2,1,0,0,0,1,0,5,2,0,2,1,0,0
"OTU_2530",3,4,6,1,1,1,1,1,2,1,4,0,0,2,2,2,1,2,0,0,3,1,1,0,1,0,0,1,0,0,2,1,3,0,0,0,6,0,3,2,6,1,1,0,1,0,0,0,1,0,0,1,0
"OTU_1922",1,0,1,3,2,2,1,4,0,0,1,1,0,2,1,0,5,2,11,4,4,4,2,0,0,1,1,0,0,1,0,0,1,0,3,1,1,1,2,2,4,0,1,0,1,4,5,9,8,3,1,1,4
"OTU_15348",4,2,5,2,0,1,3,1,0,1,1,0,2,1,2,3,1,0,0,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,1,0,0,3,0,0,0,2,0
"OTU_372",0,1,0,1,1,2,0,9,2,0,0,4,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4,2,2,0,1,1,2,0,0,2,0,1,4,2,4,4,2,3,0,4
"OTU_19148",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,3,1,0,0,4,2,0,8,1,0,0,0,4,0,2,1,0,1,1,2,0,0,0,0,1,0,2
"OTU_10578",1,2,0,3,4,1,1,1,2,1,3,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8719",0,1,1,2,1,0,1,1,0,1,0,0,1,0,1,2,1,0,0,2,2,3,0,0,0,0,0,1,6,4,0,1,1,0,4,0,1,2,2,3,2,0,3,3,2,2,1,1,0,0,1,8,8
"OTU_18506",0,2,7,1,5,0,1,4,0,8,1,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,3,3,0,0,0,5,0,5,1,0,0,0,0,1,0,0,0,0,0,2,1,1
"OTU_3324",0,0,0,0,1,3,1,1,1,0,0,1,0,12,5,1,0,0,4,1,1,1,0,3,2,0,1,0,0,0,0,1,0,0,0,1,1,1,3,4,1,0,0,0,1,1,2,0,1,0,1,1,0
"OTU_4413",0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,3,3,2,3,1,8,13,2,3,0,0,0,3,0,2,0,2,0,3,0,1,4,0,2,0,2,0,2,6
"OTU_707",4,7,11,22,15,26,19,10,12,9,15,22,34,19,11,13,24,5,4,15,17,15,22,15,23,2,26,16,6,11,11,7,11,0,2,6,4,5,9,4,12,7,4,3,8,2,6,3,2,4,5,6,8
"OTU_20169",18,0,0,2,1,2,0,1,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_5176",6,3,5,4,1,7,4,6,4,3,5,7,4,2,1,1,1,3,0,6,2,1,1,1,2,4,5,4,1,0,1,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,1,4,1
"OTU_1060",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,4,3,0,1,1,1,2,3,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,2,0
"OTU_119",1,13,2,11,6,15,22,15,9,8,10,9,9,2,9,16,16,7,1,7,10,19,43,19,12,23,14,10,15,16,12,7,23,0,4,8,2,9,14,5,15,1,6,6,15,13,3,6,1,8,1,12,8
"OTU_16578",6,0,3,2,1,10,6,3,3,7,0,1,5,1,0,6,13,15,81,4,3,2,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2992",4,3,1,1,3,4,1,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,3,4,6,0,9,2,7,0,5,0,1,1,4,4,1,3,4
"OTU_928",6,13,7,24,6,14,17,4,21,13,12,5,13,2,0,7,2,2,0,2,3,4,3,1,6,2,2,3,1,5,4,3,55,0,2,3,5,3,6,0,3,0,4,0,13,0,5,2,1,3,4,3,3
"OTU_16858",15,20,46,2,18,2,5,7,0,7,5,1,5,2,1,10,5,3,0,8,28,2,0,2,3,3,2,6,15,10,16,34,3,0,12,5,18,10,12,12,8,8,2,8,3,1,3,3,2,11,6,7,3
"OTU_769",1,2,3,2,2,1,1,1,3,1,2,0,2,1,0,2,0,0,0,0,1,4,3,0,0,1,0,2,1,4,0,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1
"OTU_229",3,0,2,1,0,5,13,23,5,7,7,14,4,17,21,34,69,24,0,37,37,28,25,231,61,4,14,45,0,0,0,0,2,12,0,38,1,12,1,1,16,0,0,5,0,0,2,8,8,1,2,3,0
"OTU_1915",3,2,5,1,1,2,1,0,0,0,0,0,1,2,1,1,2,1,2,0,1,0,0,0,0,1,1,2,0,1,0,0,0,1,36,4,0,1,0,4,0,10,7,3,4,3,2,3,5,1,3,1,1
"OTU_367",12,34,50,26,19,37,29,18,26,28,45,11,17,104,20,11,12,12,0,15,19,6,9,10,11,8,31,15,6,6,10,16,35,5,22,12,12,30,6,24,14,19,25,6,8,8,8,4,10,43,34,16,0
"OTU_15673",3,1,1,1,1,2,1,2,1,2,1,2,0,0,0,2,2,2,0,1,1,3,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0
"OTU_2967",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,8,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,5,2,0,2,3,4,1,3,4,0,3,2
"OTU_2104",7,1,0,1,1,0,1,1,1,1,0,0,1,5,0,1,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,7,4,0,2,0,1,1,0,3,0,1,1,1,0,0,0,0,0,2,0,0,0
"OTU_2837",6,1,1,2,1,1,0,3,0,0,0,2,1,0,1,0,1,1,0,5,0,5,0,0,0,1,1,0,0,1,0,5,1,0,0,2,0,1,0,0,1,1,2,2,1,5,4,3,6,0,1,1,2
"OTU_12731",0,1,0,1,1,0,0,1,1,1,0,2,3,1,1,1,0,4,0,0,7,5,0,0,2,1,0,7,6,4,7,1,0,1,0,1,4,2,2,5,2,0,0,0,1,1,2,0,0,0,0,1,1
"OTU_216",0,0,1,1,0,1,0,0,0,0,3,0,3,0,1,2,0,0,0,4,4,0,0,2,3,11,3,5,15,15,3,4,1,1,0,1,15,1,8,1,3,9,3,4,5,0,7,2,6,16,1,18,18
"OTU_5009",1,2,6,5,0,5,3,1,1,5,7,1,2,0,2,6,2,3,3,1,2,3,6,1,0,2,1,1,1,5,0,1,1,18,3,0,0,0,1,1,1,3,2,2,1,1,0,1,0,2,0,3,5
"OTU_15637",3,0,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,1,0,1,4,0,2,1,8,2,2,0,11,6,0,0,4,0,1,4,7,2,1,4,2,0
"OTU_160",5,4,7,3,14,3,7,17,7,13,5,4,5,3,2,1,1,1,3,4,2,1,3,0,0,1,4,3,6,7,1,0,1,0,0,0,2,3,4,0,0,0,3,0,2,8,0,3,2,2,2,0,3
"OTU_1051",2,0,2,0,0,0,0,0,0,0,0,2,0,1,5,2,1,0,7,3,2,1,1,2,0,0,0,0,0,0,0,0,4,11,1,12,0,4,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0
"OTU_5126",2,4,2,2,5,3,0,1,0,6,1,0,3,0,0,1,0,0,1,0,0,4,0,0,1,1,3,1,2,1,0,3,1,9,0,5,1,4,0,5,0,1,5,2,1,6,6,10,11,1,0,0,2
"OTU_1501",1,5,7,7,3,2,7,6,1,5,0,7,9,1,10,5,2,17,0,6,12,5,5,1,8,7,0,13,4,3,5,0,2,3,0,0,1,1,0,10,3,2,4,1,3,3,1,9,1,1,1,2,0
"OTU_9328",1,1,1,4,4,6,3,1,1,4,3,0,3,2,4,2,1,0,0,1,3,0,0,2,2,1,0,0,1,0,1,2,1,0,1,1,1,1,1,2,6,1,3,0,1,0,0,2,1,1,0,0,0
"OTU_10212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,1,1,0,7,3,7,2,2,1,2,3,0,6,2,1,2,2
"OTU_1428",6,10,9,5,11,33,4,3,6,15,3,9,2,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1067",3,0,0,0,0,1,3,1,0,0,0,0,1,1,1,1,0,1,4,1,2,1,2,8,8,7,14,2,7,6,8,12,9,2,3,1,6,2,4,2,18,1,7,1,2,4,6,3,3,4,5,7,2
"OTU_13896",0,2,2,0,3,0,0,2,1,0,1,0,1,0,0,3,4,0,0,0,0,7,0,0,3,3,1,0,5,2,2,3,0,0,0,0,3,0,1,0,3,1,0,2,1,0,0,0,0,1,0,0,0
"OTU_18259",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3,1,5,2,2,3,0,0,1,1,2,0,0,1,2,1,1,1,0,0,0,2,0,0,4
"OTU_9350",0,0,1,0,0,0,4,0,7,0,1,1,2,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_18531",0,15,1,3,3,1,2,2,2,2,1,3,1,2,2,1,6,3,0,3,6,2,2,0,7,0,0,7,6,8,16,4,1,3,0,1,12,0,2,5,1,1,0,1,2,2,5,1,0,1,1,2,1
"OTU_1432",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,2,1,2,1,7,4,1,3,3,2,1,2,1,2,1,1,1,0,0,2,0,1,1,1,1,1,0
"OTU_414",3,5,7,7,5,2,1,5,6,7,1,4,3,7,4,1,2,3,1,11,4,1,1,1,0,2,4,1,2,1,6,2,4,4,1,2,3,5,3,6,1,8,3,1,1,2,4,3,1,3,5,4,1
"OTU_1288",0,1,0,1,2,1,2,5,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,9,2,1,1,15,5,5,14,9,6,15,17
"OTU_25",176,229,363,292,170,253,452,220,589,348,374,329,465,191,686,585,392,395,201,442,371,361,347,256,433,470,349,477,159,129,140,202,170,142,62,117,84,94,49,60,289,80,411,60,196,124,74,364,155,423,170,214,181
"OTU_2762",2,0,0,1,2,1,2,2,0,1,3,7,0,9,3,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"OTU_210",37,55,8,13,56,51,51,71,111,128,106,34,61,34,53,32,13,27,1,65,37,34,175,286,146,4,33,72,0,0,0,0,49,2,1,15,16,110,0,1,2,1,7,19,10,3,36,9,6,26,11,4,12
"OTU_671",6,3,1,2,5,2,1,1,4,2,4,4,0,13,5,3,0,0,2,2,0,1,4,0,0,0,0,1,1,0,0,0,0,0,3,2,2,2,1,4,3,1,4,2,1,0,0,2,1,2,3,3,2
"OTU_18607",0,3,0,0,0,0,0,0,1,4,2,2,1,0,1,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,1,2,0,2,1,1,7,7,5,2,1,1,1,4,2,4,0,3,4,2
"OTU_16775",0,1,3,3,7,14,2,8,7,8,1,7,4,1,13,12,7,2,5,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_180",2,11,4,5,14,23,8,23,16,12,17,14,5,10,38,12,4,1,14,2,6,8,12,13,13,16,15,17,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_28",32,41,48,19,49,26,38,54,6,31,5,53,42,35,37,50,47,68,17,74,41,43,10,6,37,28,22,31,54,50,27,38,8,12,37,16,5,12,28,18,18,4,23,41,30,21,12,3,3,24,58,45,18
"OTU_18237",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,1,0,1,1,1,4,1,6,0,1,0,4,0,0,0,0,1,1,1,0,0,2,0
"OTU_17017",0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,2,1,1,0,0,1,0,2,0,1,2,0,2,0,0,3,1,0,2,1,1,0,2,1,2,4,0,4,1,0,0,0
"OTU_3975",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16,6,0,0,0,0,0,0,0,1,6,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0
"OTU_873",0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,4,0,2,0,0,0,0,3,0,2,1,4,0,3,4,3,2,0,0,1,0,6,0,0,0,1,5,3,1
"OTU_10625",0,3,0,1,0,1,3,3,4,4,3,1,2,0,5,3,2,3,0,0,4,3,1,0,1,2,0,0,1,2,3,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,3,0,0,1,2,1
"OTU_213",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,6,1,4,3,2,4,16,1,2,3,4,1,1,2,20,8,8,1,7,2,3,3,1,2,3,1,6
"OTU_892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,1,0,2,7,1,3,1,0,0,2,11,0,3
"OTU_5557",2,0,3,2,0,1,2,2,0,0,1,2,1,0,2,1,1,1,2,0,1,1,2,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"OTU_15652",0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,4,1,1,0,1,2,2,1,16,2,0,1,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_20345",4,0,2,0,0,1,1,0,0,1,0,0,1,2,0,2,1,1,0,0,0,0,1,6,3,1,3,3,0,2,0,2,1,2,1,0,0,5,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"OTU_1283",9,4,1,1,1,3,4,3,4,0,4,6,0,6,4,3,0,1,0,1,2,5,6,5,3,3,3,1,1,0,5,13,4,0,10,2,2,6,3,4,5,1,2,6,2,20,5,11,5,7,5,1,1
"OTU_77",1,14,9,23,2,6,11,26,18,24,18,32,9,10,26,30,1,1,0,3,8,12,14,22,24,12,13,17,6,28,5,11,8,1,5,17,22,8,7,10,32,2,44,56,8,13,5,10,17,23,50,29,8
"OTU_1948",1,2,5,0,1,1,0,0,1,4,1,4,0,9,2,2,0,2,23,2,0,1,2,2,3,0,2,1,0,0,0,3,2,5,3,2,0,6,0,2,1,0,0,1,0,0,0,4,4,0,1,0,0
"OTU_1476",0,1,0,1,0,1,0,3,0,0,2,1,1,0,1,0,0,0,0,0,1,0,3,0,3,1,0,1,2,2,1,1,2,1,2,0,3,0,6,2,4,1,0,1,3,3,2,0,1,0,0,5,2
"OTU_329",12,10,28,6,20,15,6,12,7,13,10,4,10,4,6,6,1,0,0,4,8,10,15,1,4,2,3,6,45,24,66,79,22,2,38,62,20,34,20,48,18,29,0,4,14,8,16,38,64,57,12,0,11
"OTU_14605",0,0,0,3,5,3,2,0,2,4,2,0,1,1,0,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,2,2,2,0,1,0,0,1,0,0,0,0,0,2
"OTU_1780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,6,6,2,2,1,9,9,1,3,11,4,17,5,9,4,3,19,1,1,1,11,2,3,0,7,1,4,9
"OTU_2836",0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,3,1,5,2,0,5,0,1,0,0,0,3,0,3,0,2,3,0,1,2,0,0,0,2,4,6
"OTU_14556",1,1,0,1,0,0,1,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,5,0,7,1,3,0,0,0,1,0,1,0,0,0,0,2,3
