"ID","DonorA_Stool123","DonorA_Stool125","DonorA_Stool126","DonorA_Stool127","DonorA_Stool128","DonorA_Stool129","DonorA_Stool134","DonorA_Stool135","DonorA_Stool136","DonorA_Stool138","DonorA_Stool139","DonorA_Stool140","DonorA_Stool141","DonorA_Stool142","DonorA_Stool143","DonorA_Stool144","DonorA_Stool146","DonorA_Stool147","DonorA_Stool149","DonorA_Stool150","DonorA_Stool151","DonorA_Stool152","DonorA_Stool153","DonorA_Stool154","DonorA_Stool155","DonorA_Stool156","DonorA_Stool158","DonorA_Stool159","DonorA_Stool160","DonorA_Stool161","DonorA_Stool162","DonorA_Stool163","DonorA_Stool164","DonorA_Stool165","DonorA_Stool166","DonorA_Stool167","DonorA_Stool168","DonorA_Stool169","DonorA_Stool170","DonorA_Stool171","DonorA_Stool172","DonorA_Stool173","DonorA_Stool174","DonorA_Stool175","DonorA_Stool176","DonorA_Stool177","DonorA_Stool178","DonorA_Stool179","DonorA_Stool180","DonorA_Stool181","DonorA_Stool182","DonorA_Stool183","DonorA_Stool184","DonorA_Stool185","DonorA_Stool186","DonorA_Stool187","DonorA_Stool284","DonorA_Stool285","DonorA_Stool286","DonorA_Stool287"
"OTU_475",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
"OTU_2825",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_2444",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_302",0,0,5,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,12,17,0,0,1,0,0,3,1,4,0,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0
"OTU_369",1,2,0,0,2,0,5,4,1,5,1,1,0,0,1,1,1,0,4,1,1,2,4,24,0,0,1,5,1,1,2,0,2,1,3,0,1,0,0,3,2,4,1,1,4,4,0,0,4,1,1,0,2,0,1,4,0,5,6,1
"OTU_902",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_1246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"OTU_143",37,19,45,67,48,42,14,17,33,26,15,22,27,8,22,10,6,11,5,12,12,25,3,4,7,21,9,19,12,9,19,33,14,13,17,6,21,12,17,19,20,13,6,13,26,17,14,17,7,20,11,22,24,6,20,20,4,8,14,5
"OTU_2173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1276",1,3,2,2,1,3,3,4,1,3,0,1,1,3,2,1,3,0,0,2,4,3,0,1,4,3,1,4,1,2,1,2,0,1,2,2,5,4,0,2,0,1,4,7,0,4,2,3,7,3,1,3,3,3,3,1,2,1,0,0
"OTU_892",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_2447",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_748",2,0,1,0,0,0,1,1,0,2,0,1,0,0,1,1,0,0,1,1,0,0,2,3,1,2,0,2,0,0,0,0,1,1,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
"OTU_978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"OTU_330",0,0,1,0,0,0,8,1,0,1,0,5,1,3,2,4,0,0,2,1,3,7,2,4,9,5,2,7,2,2,1,0,1,1,3,1,4,4,0,0,2,8,1,2,1,1,0,1,5,2,1,1,1,1,2,1,0,0,4,0
"OTU_1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_3388",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_950",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1
"OTU_792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,2,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_34",12,22,18,2,11,11,31,62,32,24,25,81,43,29,194,68,73,64,24,23,20,26,57,59,24,23,67,39,26,12,28,38,51,45,33,34,28,59,69,37,35,12,7,31,48,55,30,14,15,55,37,79,26,43,27,31,21,6,19,26
"OTU_422",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,12,1,0,4,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,4,0,0,14,0,1,0,0,0,0,0,7,0,0,13,0,0,0,0
"OTU_3001",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_322",3,2,1,2,7,4,2,2,3,0,5,4,2,2,2,4,6,3,2,1,2,3,1,2,0,2,0,2,1,2,2,1,0,1,3,0,2,1,1,2,2,5,0,2,10,2,3,5,3,1,1,9,4,5,2,6,12,5,30,11
"OTU_1050",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_437",0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0
"OTU_150",6,10,7,12,14,22,5,3,34,8,7,22,21,10,21,33,24,20,1,8,6,8,12,29,8,7,11,10,30,12,35,31,7,3,2,3,4,1,15,6,19,16,1,4,17,16,46,59,16,19,15,11,10,9,0,15,19,13,10,17
"OTU_6",521,872,554,88,186,306,422,733,404,731,436,746,572,449,161,407,612,318,893,953,464,865,442,267,928,1011,1266,1109,600,1212,833,563,1180,521,963,1170,885,790,235,823,973,317,1235,1342,231,1404,345,360,465,783,650,373,201,1047,1145,662,625,458,370,595
"OTU_656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_395",0,0,1,0,1,0,0,1,0,2,0,3,2,2,5,1,1,1,0,1,2,3,2,2,0,1,1,0,2,1,1,0,3,1,1,1,0,1,1,2,3,0,0,1,5,2,1,0,1,1,0,2,2,1,0,1,0,0,1,1
"OTU_1433",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_790",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_455",0,1,0,0,0,0,1,1,0,5,1,1,2,0,1,2,0,0,2,2,3,0,2,2,0,1,1,2,0,1,0,1,0,1,0,0,2,1,2,0,1,1,0,0,2,0,0,1,2,2,0,0,0,0,0,1,0,0,0,1
"OTU_525",1,0,1,0,0,0,0,1,1,1,2,1,0,1,2,3,0,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,3,2,1,1,0,2,0
"OTU_711",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,5,0,6,1,0,1,3,1,0,0,0,0,2,0,0,0,0
"OTU_136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_1444",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_630",0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3
"OTU_685",3,1,0,1,0,0,0,1,2,2,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,2,2,1,0,1,2
"OTU_679",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,2,0,1,1,1,2,1,0,0,0,0,8,0
"OTU_25",200,281,291,227,93,89,133,146,58,120,42,28,68,109,20,113,66,62,197,202,54,176,124,78,174,150,75,153,93,178,183,75,94,67,232,144,147,107,33,65,132,82,416,215,29,138,53,67,157,181,53,32,32,46,76,105,177,335,93,294
"OTU_412",2,0,4,2,0,1,2,1,2,2,0,5,3,3,1,3,2,1,0,1,1,1,1,1,0,5,2,0,2,0,4,1,1,2,0,0,6,0,2,0,2,2,0,1,3,0,0,1,2,0,1,2,5,3,1,1,0,0,0,2
"OTU_2958",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1150",0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_459",1,0,0,0,0,0,5,4,1,5,1,1,0,0,2,1,0,0,2,5,4,0,7,1,0,2,1,3,0,2,0,0,1,4,0,1,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0
"OTU_288",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1076",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"OTU_2109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_776",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"OTU_744",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"OTU_2145",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_2063",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"OTU_47",45,52,46,3,3,16,29,44,7,48,12,20,19,21,11,20,17,16,64,45,22,21,21,42,46,98,38,64,32,25,26,3,30,16,25,37,17,40,6,15,21,7,73,26,3,10,3,4,10,13,5,3,7,6,17,51,4,19,12,40
"OTU_451",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_1232",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"OTU_120",0,1,2,1,0,0,14,2,0,3,3,11,6,14,7,6,2,6,8,18,3,36,19,9,7,7,7,43,8,6,2,0,13,22,14,11,4,24,12,9,8,15,8,6,8,10,1,8,5,12,1,0,13,4,4,19,4,6,8,3
"OTU_41",0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3396",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_280",2,2,3,8,6,3,1,0,10,2,2,2,0,2,1,3,4,2,0,3,4,1,1,6,1,1,1,1,5,1,2,4,3,3,0,2,1,1,1,2,4,3,0,4,5,1,5,9,9,2,0,9,5,3,3,1,8,4,6,5
"OTU_3464",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_1434",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_2539",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_951",2,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,3,1,1,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,0,0,1,2,1,0,1,0,0,0,5,0,2,1,0,0,0,0,1
"OTU_1162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1405",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
"OTU_3",1127,1105,2279,2592,2590,2712,489,744,1022,1015,812,508,883,402,437,564,223,301,678,679,875,431,298,30,559,699,893,648,475,396,737,1656,800,468,607,647,851,524,678,808,910,1064,277,749,847,457,364,529,812,573,356,509,548,324,625,649,257,544,319,261
"OTU_367",13,16,4,12,4,9,6,18,15,9,13,9,22,20,20,18,13,22,4,13,10,17,6,24,6,5,8,11,15,13,4,5,7,18,3,3,9,7,5,8,12,6,2,4,1,11,21,9,7,9,9,7,14,9,10,13,5,10,6,4
"OTU_1689",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"OTU_2048",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2403",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"OTU_300",1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_105",54,6,30,0,0,0,2,0,0,0,2,2,0,20,10,0,4,12,23,2,1,0,1,0,3,0,0,3,0,13,0,0,1,37,0,2,33,3,3,0,2,0,1,3,2,0,1,2,0,7,0,3,1,55,21,1,25,0,0,0
"OTU_718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0
"OTU_1706",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_179",2,0,4,0,0,0,8,11,0,14,1,21,2,8,16,6,1,6,17,13,4,16,24,23,5,15,1,16,1,11,0,1,2,17,13,3,12,28,0,2,4,40,23,8,12,10,1,0,0,4,0,1,1,0,3,11,0,2,1,0
"OTU_1011",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,0
"OTU_2378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_223",10,0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,1,0,0
"OTU_839",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"OTU_104",1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"OTU_2974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"OTU_599",0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,1,1,3,3,0,0,0,0,0,0,0
"OTU_915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5",354,452,261,297,446,648,1294,612,280,821,488,510,1088,1267,684,694,338,601,496,1291,1067,823,572,608,827,756,875,713,618,1161,624,274,693,1004,614,559,783,515,194,443,742,976,1800,892,201,662,469,519,1190,403,345,111,581,503,537,842,219,612,180,265
"OTU_538",0,1,0,0,0,0,1,6,0,1,0,0,0,2,2,0,0,1,3,0,2,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,2,0,1,0,1,0,3,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,2,0
"OTU_2301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_307",0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,1,3,0,6,9,0,1,10,0,8,0,0,7,0,2,0,4,0,0,1
"OTU_20",83,96,177,187,175,72,137,169,164,101,134,213,180,101,82,109,189,264,71,47,57,86,78,337,90,27,45,144,132,121,166,228,127,68,65,68,36,32,88,142,107,96,38,46,102,152,123,114,30,217,165,225,92,77,84,72,73,139,331,214
"OTU_51",6,36,53,5,2,1,4,3,1,2,2,2,1,1,0,17,1,11,18,4,2,13,6,10,4,2,8,1,5,1,3,3,4,0,3,1,7,5,3,12,3,2,0,0,0,0,1,1,0,10,2,0,0,2,1,0,0,1,1,1
"OTU_1384",0,1,5,1,3,4,0,1,2,2,0,3,2,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2,0,3,2,3,2,1,3,0,0,1,0,0,1,0,0,3,0,4,2,2,1,1,1,4,3,1,1,6,8,7,4
"OTU_1818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2
