"ID","Nov2rep1","Nov3rep1","Nov6rep1","Nov9rep1","Nov10rep1","Nov11rep1","Nov12rep1","Nov13rep1","Nov16rep1","Nov17rep1","Nov18rep1","Nov19rep1","Nov20rep1","Nov24rep1","Nov25rep1","Nov26rep1","Nov27rep1","Dec1rep1","Dec2rep1","Dec3rep1","Dec7rep1","Dec8rep1","Dec9rep1","Dec10rep1","Dec11rep1","Dec14rep1","Dec15rep1","Dec16rep1","Dec17rep1","Dec18rep1","Dec21rep1","Dec23rep1","Jan4rep1","Jan5rep1","Jan6rep1","Jan7rep1","Jan11rep1","Jan12rep1","Jan13rep1","Jan14rep1","Jan15rep1","Jan18rep1","Jan19rep1","Jan20rep1","Jan21rep1","Jan25rep1","Jan26rep1","Jan27rep1","Jan28rep1","Jan29rep1","Feb1rep1","Feb2rep1","Feb3rep1","Feb4rep1","Feb5rep1","Feb8rep1","Feb9rep1","Feb11rep1","Feb12rep1","Feb15rep1","Feb16rep1","Feb18rep1","Feb19rep1","Feb22rep1","Feb23rep1","Feb25rep1","Feb26rep1","Feb29rep1","Mar2rep1","Mar3rep1","Mar4rep1","Mar7rep1","Mar8rep1","Mar9rep1","Mar10rep1","Mar11rep1","Mar14rep1","Mar15rep1","Mar21rep1","Mar22rep1","Mar23rep1","Mar24rep1","Mar28rep1","Apr18rep1"
"OTU_1011",3,3,0,0,0,1,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_758",0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,1,1,1,2,1,0,0,1,1,3,0,0,0,0,0,3,3,3,2,0,1,5,0,2,2,2,0,2,2,1,1,0,1,2,1,0,1,0,2,2,2,1,1,1,0,1,1,1,0,2,0,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0
"OTU_119",1,0,1,0,0,0,0,0,0,0,4,1,1,0,3,4,3,2,2,1,5,5,8,4,5,0,1,0,0,4,5,2,6,4,5,10,6,6,6,4,6,12,4,9,3,10,7,7,7,6,6,7,3,5,8,3,4,9,8,7,9,1,3,2,3,2,3,1,3,3,1,8,7,1,4,4,2,2,4,0,3,2,0,0
"OTU_10671",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,0,0,0,0,4,2,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,1,3,0,3,2,0,0,4,0,0,0,0,0,0,0
"OTU_16035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,3,0,2,1,0,1,0
"OTU_16596",0,0,0,4,0,3,0,0,1,0,1,1,0,0,1,0,2,0,0,1,0,1,3,4,2,0,0,0,0,1,4,1,1,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_43",6,8,12,17,38,12,50,39,24,22,23,19,28,9,17,2,11,25,32,4,7,6,4,5,4,5,11,6,7,2,2,4,2,0,1,0,2,3,0,0,3,0,2,1,1,0,0,1,0,0,0,0,0,1,2,0,2,2,0,0,1,0,0,0,1,1,1,0,1,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0
"OTU_678",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,3,1,6,4,0,0,0
"OTU_2417",0,0,0,2,0,0,1,4,0,0,2,1,2,0,0,0,1,1,1,2,0,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_27153",0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,3,1,0,1,2,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"OTU_452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,6,0,3,0,2,0,1,1,0,2,1,0,1,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,5,2,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"OTU_6207",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,3,0,3,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0
"OTU_326",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,4,1,3,2,3,2,4,3,5,7,3,0,5,0,1,1,2,2,3,4,4,1,2,2,1,0,1,1,0,0,1,3,0,1,0,1,0,0,0,0,0,1,0
"OTU_643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,2,0,1,0,1,0,0,2,1,1,3,6,2,1,4,4,1,2,3,0,2,4,4,4,4,1,3,1,3,0,1,5,1,2,2,2,1,1,2,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"OTU_236",6,1,10,3,8,10,7,4,2,0,7,5,12,1,2,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_102",1,0,0,0,1,0,2,0,1,3,2,0,2,0,1,2,2,1,1,2,7,4,2,4,1,2,3,1,2,8,1,1,4,5,8,2,1,1,6,3,3,6,5,5,3,4,2,12,1,9,6,7,10,11,15,13,12,11,12,10,11,15,13,11,4,9,6,7,3,9,5,9,6,4,5,1,0,1,3,2,2,1,6,0
"OTU_8",15,1,11,9,22,14,9,8,8,22,14,17,15,49,58,43,37,32,41,48,78,54,59,60,46,27,40,40,20,75,29,38,51,66,68,76,47,43,54,56,58,46,46,72,69,86,98,79,68,62,62,66,74,46,53,72,77,66,73,42,87,72,68,63,47,54,70,74,66,65,54,74,58,58,65,56,42,40,46,30,41,24,20,1
"OTU_690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,2,0,1,1,3,0,5,5
"OTU_5863",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,3,2,1,1,1,2,1,2,1,3,2,3,1,2,1,3,1,1,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_23306",0,0,0,2,0,8,0,4,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_294",16,24,2,4,0,1,3,1,1,8,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_21886",0,0,0,1,0,1,7,1,2,3,0,0,0,0,0,0,0,1,1,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_270",0,0,1,3,0,2,0,1,0,0,1,1,5,4,0,0,1,0,1,2,0,1,5,3,1,0,0,2,0,0,3,2,9,1,0,0,1,0,1,2,1,0,0,1,0,1,1,3,1,1,0,3,0,2,5,2,1,1,3,3,0,1,0,0,1,1,0,2,5,3,1,1,3,5,2,9,1,3,9,3,1,0,0,1
"OTU_25791",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,3,1,1,0,2,2,2,4,5,5,1,10,6,7,16,13,15,48,0
"OTU_261",0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,2,0,0,2,1,0,0,0,0,2,1,3,1,6,0,2,0,2,1,1,0,1,0,2,0,1,3,1,0,0,1,2,0,0,1,1,4,1,1,7,4,1,1,3,1,2,1,1,0,3,0,1,0,2,1,0,0,0,0,1,0,1,0,1,1,0,3,0
"OTU_11800",0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,1,0,2,2,1,0,1,2,2,0,1,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_137",2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,8,6,2,1,0,2,3,0,2,0,0,0,1,1,1,3,1,4,4,4,2,9,5,1,8,6,10,7,7,3,2,5,4,12,3,7,5,11,3,4,15,4,3,6,8,16,18,4,7,4,4,4,1,1,1,1,0,2,0,2,1,0,0,0
"OTU_686",3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_19937",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,4,0,1,2,0,0,1,1,0,1,1,0,2,0,0,2,0,0,2,1,1,0,0,0,1,1,0,1,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_248",0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,6,4,2,0,1,0,2,0,0,2,0,0,0,0,0,1,1,3,3,0,2,5,7,0,4,1,0,0,2,1,1,0,1,1,0,1,0,1,0,0,1,2,1,1,0,2,1,1,0,0,2,4,0,5,1,3,0,0,1,1,0,0,0,4,2,8,3,4,3
"OTU_141",0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,4,0,2,5,3,0,1,7,1,3,0,1,1,0,0,5,8,3,1,1,1,6,7,5,4,7,0,2,3,2,3,2,4,1,6,5,3,6,7,0,11,8,1,2,2,4,14,9,4,6,1,10,2,7,4,4,7,6,7,4,6,4,2,4,1,12,0,6,0
"OTU_587",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,2,0,0,1,0,0,0,0,0,1,1,2,1,0,1,2,1,1,1,1,2,0,2,2,1,2,1,1,0,1,0,1,2,0,2,0,1,1,3,0,0,0,1,0,0,0
"OTU_29060",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0
"OTU_786",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"OTU_101",9,29,8,11,8,18,16,8,4,4,4,2,5,10,8,5,3,5,7,5,13,2,0,3,2,6,7,9,16,3,4,1,0,0,3,1,3,1,1,1,1,1,1,0,2,2,0,2,3,1,2,0,2,0,3,2,0,1,1,2,4,2,3,2,3,2,0,1,2,2,2,1,3,1,0,0,0,2,0,0,0,0,0,0
"OTU_376",0,1,2,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,3,0,3,0,0,1,0,1,2,1,3,1,1,2,3
"OTU_100",4,1,4,6,11,7,1,2,6,2,7,3,5,14,9,3,6,8,12,8,2,3,5,2,3,0,2,2,8,5,2,0,3,1,2,7,2,2,2,4,2,1,2,3,5,1,2,1,3,3,4,2,0,3,9,1,1,4,5,1,0,3,0,0,2,2,5,2,4,3,3,2,8,7,2,4,4,9,4,2,1,8,2,1
"OTU_2909",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,3,3,4,2,5,2,3,0,4,1,3,10,3,4,4,2,2,4,6,2,1,6,1,2,2,0,4,1,2,3,2,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_278",2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,2,0,2,2,1,0,2,0,1,2,1,0,3,2,1,2,3,0,0,3,3,1,6,2,1,2,3,2,2,7,1,1,0,1,0,3,0
"OTU_577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,0,1,9,1,0,1,1,1,2,1,0,3,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
"OTU_380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,2,9,1,3,13,3
"OTU_544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,1,3,0,3,0,2,0,2,1,0,2,0,2,1,0,2,0,0,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"OTU_199",0,0,1,1,1,0,0,0,0,0,1,0,1,2,1,1,2,1,0,3,2,1,2,2,1,1,1,4,5,0,0,1,1,3,1,3,1,1,1,0,2,1,1,2,0,0,2,1,1,0,0,0,1,1,2,3,2,3,2,3,4,2,1,1,2,4,3,3,10,1,3,5,6,6,9,3,4,1,2,2,5,1,2,1
"OTU_8738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,3,0,1,2,0,0,1,0,3,4,0,0,1,1,1,4,4,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_132",0,0,2,1,1,0,0,0,0,1,4,12,2,9,3,7,3,6,3,2,1,2,3,1,4,1,1,3,4,0,8,5,3,5,3,2,2,3,3,6,0,3,7,5,3,7,13,4,7,2,5,2,3,6,5,1,2,2,1,3,5,5,2,1,1,3,0,0,2,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0
"OTU_323",0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,2,2,1,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,14
"OTU_228",1,0,2,0,1,0,0,0,0,0,2,4,0,1,0,1,4,1,2,0,0,3,2,1,0,1,1,5,0,2,1,0,1,4,2,1,1,0,1,3,1,1,0,1,1,2,2,2,1,1,2,1,0,0,2,2,1,5,3,3,1,3,1,0,1,0,2,1,8,4,4,4,1,3,1,2,6,3,1,2,3,0,4,2
"OTU_332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"OTU_467",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,2,0,5,0,1,0,0,19
"OTU_470",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0
"OTU_16102",0,0,0,1,0,0,0,2,1,0,0,1,2,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"OTU_313",2,1,2,4,0,5,3,4,6,3,3,2,3,3,3,2,1,3,3,3,0,0,0,1,1,4,1,3,0,2,1,1,2,0,2,0,1,3,1,2,1,1,1,1,3,2,0,2,1,0,0,3,1,0,2,0,1,0,3,3,0,2,1,0,1,1,2,3,1,1,3,0,1,1,1,3,4,8,4,3,4,0,1,0
"OTU_192",3,1,1,3,5,1,1,1,0,0,1,1,1,4,1,5,3,1,0,0,1,1,0,0,1,0,0,0,2,0,0,2,4,2,1,4,1,2,2,1,1,1,0,4,1,5,2,1,2,6,3,3,1,3,2,2,1,2,1,0,3,1,0,1,1,1,0,1,2,0,1,2,0,3,1,0,2,0,1,0,0,0,1,0
"OTU_10961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,3,0,0,1,1,0,3,1,2,1,1,0,0,0,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0
"OTU_30046",1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,1,1,2,2,1,0,3,0,1,2,1,1,0,1,1,0,1,1,3,0,2,1,0,2,0,0,0,1,1,1,1,4,0,2,0,1,2,0,1,0,0,0,0
"OTU_68",7,0,3,7,8,3,3,7,7,11,12,14,5,18,10,13,12,8,2,10,0,9,6,6,6,5,10,8,5,15,4,4,8,9,8,18,10,12,3,6,6,6,6,4,2,13,5,4,6,4,7,2,4,3,4,8,5,8,9,5,3,3,6,6,4,0,6,3,4,5,3,8,5,10,2,9,3,3,6,5,3,2,8,0
"OTU_69",5,7,5,3,8,6,6,3,1,13,6,10,5,13,3,2,5,6,8,9,6,5,2,2,3,11,8,7,12,8,5,5,3,1,7,8,5,3,6,4,12,8,4,2,6,2,4,9,3,0,1,4,2,4,9,2,4,7,7,3,1,2,2,2,9,3,1,11,5,9,10,25,12,9,9,12,11,15,26,20,15,49,10,6
"OTU_25489",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,2,2,3,0,3,0,0,0,1,0,2,1,1,0,2,0,0,0,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"OTU_36",2,4,13,3,14,0,6,3,5,9,11,5,9,42,26,35,18,20,19,12,44,30,13,20,23,18,14,15,13,11,9,13,20,12,18,26,13,14,17,5,10,11,20,16,22,19,19,6,9,20,7,12,7,14,10,6,7,13,7,4,4,8,4,9,9,3,2,3,5,3,3,3,2,2,2,2,1,1,0,2,1,0,0,4
"OTU_24954",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,2,0,1,0,2,0,0,0
"OTU_630",0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,5,2,0,3,2,4,4,1,4,3,1,1,2,2,0,2,1,3,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_98",1,0,5,0,1,1,2,0,3,2,1,2,1,1,1,1,1,0,0,4,3,1,2,3,3,2,3,2,1,0,2,6,3,3,2,5,6,4,1,6,3,2,2,4,4,5,5,3,4,2,5,3,9,5,4,9,8,9,3,13,8,17,21,15,13,9,20,6,5,8,12,14,5,8,7,7,5,11,2,7,3,2,12,0
"OTU_442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,4,1,61,0,8,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,10
"OTU_213",4,2,1,4,8,4,2,0,0,2,0,0,3,1,1,1,0,1,1,3,2,1,0,1,2,1,2,2,1,0,0,2,0,1,3,2,0,2,0,0,2,2,4,4,2,4,7,0,0,0,0,1,0,0,0,1,2,0,1,3,1,4,6,2,3,2,1,1,2,1,0,1,2,3,0,1,0,0,0,0,1,0,0,0
"OTU_88",5,7,2,0,4,0,2,1,1,1,2,11,5,1,2,2,2,2,1,1,0,0,0,1,0,5,6,9,11,4,1,0,0,0,1,5,1,0,5,4,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1,5,8,5,0,0,1,2,7,1,2,4,8,9,7,9,10,3,3,3,5,4,7,6,5,5,12,55
"OTU_164",0,0,0,0,2,2,2,1,1,0,2,0,1,1,1,1,3,3,1,1,1,0,0,0,5,3,0,1,0,0,0,0,0,0,2,3,2,0,4,4,2,7,2,0,3,3,2,1,1,7,7,12,7,4,3,5,12,2,4,3,14,8,15,21,5,12,20,11,5,7,9,3,6,3,4,4,9,9,2,2,6,1,5,1
"OTU_112",0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1,1,0,0,0,0,0,0,17,24,9,17,221,1,15,1,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_1881",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,1,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
"OTU_97",7,4,4,8,12,6,4,4,4,14,4,5,3,7,10,7,4,5,9,3,8,5,5,4,4,4,3,3,2,9,7,2,7,4,4,2,4,6,4,2,4,5,4,9,5,4,8,3,7,4,1,1,3,2,5,4,5,4,1,2,2,1,4,3,2,3,1,2,3,4,1,5,2,0,0,7,0,2,3,2,0,0,0,0
"OTU_226",1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,3,4,3,4,0,1,1,1,3,1,0,1,1,3,1,2,4,3,1,2,1,5,0,2,1,1,8,6,11,2,2,5,2,4,2,3,2,4,2,3,1,4,3,3,2,3,0,4,0
"OTU_319",0,0,1,10,1,5,2,10,11,8,5,1,2,1,3,2,5,1,2,3,1,0,0,2,2,2,0,0,0,0,2,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_27097",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,1,0,0,1,1,0,0,0,2,1,1,0,0,0,3,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_205",4,3,2,0,0,0,0,0,0,0,3,11,5,0,0,1,0,0,4,0,1,2,0,1,0,4,4,6,2,4,0,2,0,0,2,2,0,0,1,2,1,0,4,2,2,6,0,2,0,0,0,2,0,0,4,0,0,1,4,0,1,2,0,0,1,0,0,3,3,1,1,2,0,1,0,0,0,2,1,5,1,6,1,4
"OTU_16257",0,1,2,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,2,4,2,1,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,2,1,2,3,1,3,2,1,1,3,1,2,1,4,7,1,0,0,0,2,3,1,2,2,0,1,0,1,1,0,0,0,0,0,1,0,4,1,1,1,0,0,0
